Ticker,Sector,Sub Sector,Sales YoY Growth,NetProfit YoY Growth,Sales TTM 1Yr Growth,NetProfit TTM 1Yr Growth,QoQ Sales Growth,QoQ Profit Growth,3M Return,6M Return,1Yr Return,2Yr Return,PE Ratio,Future PE,TTM PEG,Future PEG,PB Ratio,EV/Sales,EV/EBITDA,Market Cap (Billions),Revenue (Billions),TTM Revenue (Billions),QtrStd,YrStd,Qtr Beta,Yr Beta,_Loss_Profit_YoY,_Loss_Profit_TTM,_Loss_Profit_QoQ
INTC,Technology,Semiconductors,7.2,,-0.5,-98.6,-0.7,500.0,165.69,202.15,496.99,303.77,,,,,5.45,11.78,44.69,607.59,53.76,52.85,87.62,71.73,3.2229,2.4401,False,True,False
IBKR,Financial Services,Capital Markets,16.8,22.9,9.7,30.3,-3.4,-6.0,,30.94,59.65,162.85,35.67,46.48,1.18,1.53,6.63,-6.13,,141.29,6.45,10.22,38.78,37.15,2.1244,2.0004,False,False,True
ICE,Financial Services,Financial Data & Stock Exchanges,20.4,79.7,7.5,20.4,16.7,66.0,-9.71,-4.92,-15.96,15.06,21.59,25.99,1.06,1.27,2.85,9.97,15.71,83.87,10.44,12.64,21.64,21.35,0.1876,0.3521,False,False,False
IFF,Basic Materials,Specialty Chemicals,-3.6,,-5.2,-237.3,5.9,445.2,-2.8,14.01,5.05,-14.1,24.16,-33.17,-0.1,0.14,1.41,2.4,13.76,19.92,10.79,10.89,49.7,33.66,1.6673,0.8365,False,True,False
IP,Consumer Cyclical,Packaging & Containers,13.4,,49.3,-731.2,-0.6,-102.5,-21.15,-12.85,-27.18,-18.46,,,,,1.19,1.07,6.53,17.64,24.34,23.63,48.97,40.73,1.4738,1.1463,False,True,True
INTU,Technology,Software - Application,10.4,10.7,15.6,30.6,84.0,342.1,-25.08,-50.2,-58.33,-46.92,18.76,24.5,0.61,0.8,4.56,4.1,13.38,85.62,20.92,18.83,62.9,42.11,-0.3874,0.4433,False,False,False
ISRG,Healthcare,Medical Instruments & Supplies,23.0,18.8,20.5,23.0,-3.3,3.4,-14.63,-25.33,-23.77,6.33,50.73,62.4,2.21,2.71,8.59,13.76,37.48,150.03,10.58,10.06,32.15,30.7,0.9935,0.9552,False,False,False
IVZ,Financial Services,Asset Management,14.1,35.0,5.1,-136.4,3.1,-125.3,8.23,15.6,96.9,101.39,,,,,1.28,2.6,12.89,12.44,6.59,6.38,34.72,34.6,1.6377,1.6808,False,True,True
INVH,Real Estate,REIT - Residential,9.2,-3.7,4.2,29.5,7.1,11.0,13.72,8.2,-8.54,-6.22,30.93,40.05,1.05,1.36,1.92,9.43,17.56,17.45,2.78,2.73,20.69,20.62,0.436,0.273,True,False,False
IQV,Healthcare,Diagnostics & Research,8.4,15.0,5.9,-0.9,-4.9,-46.7,3.91,-20.74,28.41,-19.52,22.5,22.3,-25.0,-24.78,4.86,2.67,14.82,30.22,16.63,16.31,43.8,41.72,0.9729,1.2435,False,True,True
IRM,Real Estate,REIT - Specialty,21.6,860.0,12.2,-19.7,5.0,60.9,15.89,55.99,34.23,72.42,139.37,111.91,-7.07,-5.68,,7.94,23.49,37.74,7.25,6.9,34.41,31.54,1.4271,1.1859,False,True,False
JBHT,Industrials,Integrated Freight & Logistics,4.6,27.4,-0.7,4.8,-1.3,-21.8,17.65,52.21,96.54,79.82,41.99,44.01,8.75,9.17,7.15,2.25,16.95,25.7,12.13,12.0,36.3,38.04,1.2216,0.9241,False,False,True
JBL,Technology,Electronic Components,23.1,96.2,3.2,-52.7,-0.3,52.7,39.26,73.27,116.03,211.07,50.02,23.66,-0.95,-0.45,28.63,1.25,17.24,38.37,32.67,29.8,49.07,41.29,2.3707,1.9595,False,True,False
JKHY,Technology,Information Technology Services,8.7,12.5,7.2,19.4,2.7,-1.4,-16.74,-21.26,-23.55,-13.68,19.05,22.75,0.98,1.17,4.54,3.89,13.69,9.68,2.52,2.38,26.79,24.18,-0.301,0.1069,False,False,True
J,Industrials,Engineering & Construction,27.0,,4.6,-64.1,12.2,-136.6,-14.16,-9.71,-4.62,9.33,35.2,12.64,-0.55,-0.2,4.27,1.31,16.8,14.05,13.17,12.03,33.85,31.27,0.6397,1.0873,False,True,True
JNJ,Healthcare,Drug Manufacturers - General,9.9,-52.9,6.0,90.6,-2.0,2.3,-6.61,13.65,54.03,69.12,26.81,51.1,0.3,0.56,6.84,6.11,17.15,555.59,96.36,94.19,16.86,16.53,0.2717,0.0543,True,False,False
JCI,Industrials,Building Products & Equipment,8.2,38.9,2.8,93.0,6.0,17.0,-6.11,18.82,34.19,96.56,41.51,80.11,0.45,0.86,6.15,3.76,21.28,83.07,24.43,23.6,30.81,26.35,1.3533,0.9867,False,False,False
JPM,Financial Services,Banks - Diversified,12.7,17.2,7.3,-2.4,8.8,26.6,0.23,-3.02,14.42,56.23,14.2,13.86,-5.92,-5.78,2.31,3.19,,795.09,173.56,181.85,21.39,21.41,0.8423,1.0171,False,True,False
KVUE,Consumer Defensive,Household & Personal Products,4.5,46.9,-2.1,42.7,3.4,43.6,-5.49,4.86,-21.71,1.51,21.0,29.97,0.49,0.7,3.19,2.72,11.99,33.87,15.29,15.12,19.74,32.6,0.5996,0.3028,False,False,False
KDP,Consumer Defensive,Beverages - Non-Alcoholic,9.4,-47.7,8.2,44.3,-11.6,-23.5,1.12,8.47,-7.18,-5.29,22.25,32.11,0.5,0.72,1.62,4.56,17.38,40.87,16.94,16.6,26.55,27.78,0.2395,0.1321,True,False,True
KEY,Financial Services,Banks - Regional,11.8,33.3,65.7,-1236.0,-1.4,2.4,3.07,17.03,38.08,66.05,13.17,-149.61,-0.01,0.12,1.33,5.7,,23.14,7.2,7.29,23.4,23.75,0.8818,1.036,False,True,False
KEYS,Technology,Scientific & Technical Instruments,31.5,35.6,8.0,38.4,,35.8,8.25,71.68,113.75,143.45,55.87,77.32,1.45,2.01,9.16,9.58,38.33,57.9,6.09,5.38,38.43,38.44,1.735,1.7867,False,False,False
KMB,Consumer Defensive,Household & Personal Products,2.7,17.9,-2.1,-20.6,2.0,33.3,-7.62,-5.46,-27.28,-15.48,19.37,15.38,-0.94,-0.75,18.51,2.41,11.91,33.24,16.56,16.45,23.91,24.74,0.7189,0.1129,False,True,False
KIM,Real Estate,REIT - Retail,4.0,29.4,5.1,42.3,2.9,9.1,3.74,20.82,18.67,44.9,28.1,39.99,0.66,0.95,1.57,11.38,18.75,16.3,2.16,2.14,16.01,17.8,0.4807,0.4136,False,False,False
KMI,Energy,Oil & Gas Midstream,13.8,36.0,12.2,17.0,7.1,-2.0,-4.97,19.16,19.03,84.08,21.42,25.06,1.26,1.47,2.27,5.96,14.04,70.99,17.52,16.94,21.1,20.24,-0.1167,-0.0073,False,False,True
KKR,Financial Services,Asset Management,-6.6,,-11.2,-22.9,-25.2,-64.6,3.98,-22.75,-22.62,-7.76,31.98,24.66,-1.4,-1.08,2.99,5.83,,87.68,25.35,19.21,37.8,36.7,1.038,1.6396,False,True,True
KLAC,Technology,Semiconductor Equipment & Materials,11.5,11.8,23.9,47.1,3.6,4.8,25.74,67.01,150.66,153.52,55.55,81.71,1.18,1.73,43.21,19.32,43.24,251.8,13.1,12.16,51.85,45.64,2.5165,2.3286,False,False,False
KHC,Consumer Defensive,Packaged Foods,0.8,13.6,-3.5,-313.0,-4.8,22.6,1.51,,-3.66,-21.16,,,,,0.69,1.85,8.02,29.02,24.99,24.94,25.31,24.88,0.1194,0.0834,False,True,False
KR,Consumer Defensive,Grocery Stores,1.2,50.9,0.4,-61.9,2.6,-165.2,-7.32,-4.79,-2.93,27.93,41.88,15.96,-0.68,-0.26,6.88,0.49,8.91,39.25,147.64,147.64,29.5,27.44,-1.0029,-0.6585,False,True,True
LHX,Industrials,Aerospace & Defense,190.0,-6.1,2.5,6.9,1.7,70.7,-16.54,15.99,31.53,51.8,34.18,36.54,4.95,5.3,3.06,5.96,35.72,58.64,12.86,21.86,26.33,24.11,0.5129,0.36,True,False,False
LH,Healthcare,Diagnostics & Research,5.8,32.9,7.2,17.5,0.6,68.7,,-1.61,7.31,39.2,22.89,26.9,1.31,1.54,2.51,1.97,12.37,21.55,14.14,13.95,21.79,22.79,0.7403,0.4221,False,False,False
LRCX,Technology,Semiconductor Equipment & Materials,23.8,40.8,23.7,40.0,9.3,14.5,37.83,106.02,280.62,239.76,60.23,84.32,1.51,2.11,37.57,18.3,50.55,397.68,21.68,18.44,59.88,50.02,3.1847,2.7698,False,False,False
LVS,Consumer Cyclical,Resorts & Casinos,25.3,73.0,15.2,12.5,-1.8,43.5,-8.79,-25.64,26.48,21.35,18.86,21.22,1.51,1.7,28.28,3.4,9.67,33.87,13.74,13.02,29.89,36.04,1.0615,0.9466,False,False,False
LDOS,Technology,Information Technology Services,3.7,-7.6,3.1,15.5,4.6,0.3,-26.47,-29.83,-9.93,-7.84,11.95,13.8,0.77,0.89,3.3,1.33,9.61,16.55,17.33,17.17,28.85,29.66,0.0514,0.411,True,False,False
LEN,Consumer Cyclical,Residential Construction,-13.3,-52.6,-3.5,-47.2,-29.3,-53.2,-18.43,-30.41,-13.82,-37.81,13.08,6.91,-0.28,-0.15,1.01,0.57,7.57,22.11,33.17,34.19,37.08,37.32,1.5075,0.9152,True,True,True
LII,Industrials,Building Products & Equipment,5.8,-7.7,-2.7,-0.7,-5.0,-27.7,-11.52,2.11,-11.82,3.99,22.37,22.21,-31.96,-31.73,14.25,3.65,16.64,17.3,5.26,5.2,42.48,34.77,1.8137,1.2917,True,True,True
LLY,Healthcare,Drug Manufacturers - General,55.5,169.9,44.7,94.9,2.6,11.4,10.88,6.88,57.05,40.79,38.46,74.96,0.41,0.79,32.27,14.44,28.8,1004.81,72.25,65.18,37.67,37.91,0.9174,0.57,False,False,False
LIN,Basic Materials,Specialty Chemicals,8.2,13.4,3.0,5.1,0.2,21.4,-1.11,24.16,9.63,20.88,33.67,35.39,6.6,6.94,6.02,7.39,18.84,232.09,34.65,33.99,19.33,16.92,0.091,0.2311,False,False,False
LYV,Communication Services,Entertainment,12.2,,8.8,-44.7,-39.9,92.5,3.23,27.41,22.68,77.69,,,,,,1.64,28.08,38.87,25.61,25.2,35.92,30.88,1.3622,0.8541,False,True,False
LMT,Industrials,Aerospace & Defense,0.3,-11.5,5.6,-6.0,-11.3,10.7,-20.61,22.96,16.51,25.1,26.0,24.44,-4.33,-4.07,16.5,1.9,17.84,123.86,75.11,75.05,25.3,26.58,0.1228,0.0864,True,True,False
L,Financial Services,Insurance - Property & Casualty,1.4,-6.3,5.4,17.9,-3.5,-16.2,-6.52,-1.37,,42.2,13.61,16.05,0.76,0.9,1.15,1.34,7.82,21.57,18.51,18.18,19.83,15.87,0.3907,0.2631,True,False,True
LOW,Consumer Cyclical,Home Improvement Retail,10.3,-0.7,3.1,-4.4,,-0.8,-14.86,-10.73,-1.21,5.66,18.31,17.5,-4.16,-3.98,,1.85,12.98,122.25,88.43,86.29,29.65,25.56,1.2327,0.8159,True,True,True
LULU,Consumer Cyclical,Apparel Retail,0.8,-18.5,4.9,-13.0,41.9,91.3,-25.45,-28.0,-58.58,-56.01,9.88,8.6,-0.76,-0.66,3.08,1.37,5.61,15.7,11.1,11.1,44.3,47.82,1.3948,1.4537,True,True,False
LITE,Technology,Communication Equipment,90.1,,21.0,-104.7,21.5,84.4,9.88,170.69,1041.25,1881.63,158.79,-7.46,-1.52,0.07,72.58,24.85,121.56,66.96,2.49,1.65,105.62,84.2,2.6965,2.629,False,True,False
LYB,Basic Materials,Specialty Chemicals,-6.3,-29.5,-9.7,-154.8,1.5,-186.6,18.09,44.37,29.63,-18.02,,,,,2.18,1.14,15.26,22.06,29.67,30.15,54.17,46.18,-1.9398,0.0333,True,True,True
MTB,Financial Services,Banks - Regional,5.7,24.4,4.3,10.2,-1.2,-12.5,-2.36,13.45,20.67,56.19,12.03,13.26,1.18,1.3,1.23,3.93,,31.38,9.31,9.63,21.91,21.59,0.7469,0.8391,False,False,True
MPC,Energy,Oil & Gas Refining & Marketing,8.8,,-4.4,17.5,5.0,-66.7,20.24,29.27,60.24,51.88,16.26,19.11,0.93,1.09,4.4,0.82,10.94,73.37,135.95,132.7,39.35,31.34,-0.9746,-0.0032,False,False,True
MAR,Consumer Cyclical,Lodging,12.6,1.7,4.3,9.5,-0.5,45.6,16.96,27.63,47.63,72.04,40.48,44.33,4.26,4.67,,16.52,25.06,101.72,7.18,26.19,28.5,26.05,1.2617,1.0399,False,False,False
MRSH,Financial Services,Insurance Brokers,7.6,-15.4,10.3,2.5,15.2,39.6,-13.99,-12.41,-29.77,-18.32,20.09,20.59,8.04,8.24,5.28,3.56,12.83,76.86,27.52,26.98,26.45,23.27,-0.2047,-0.0125,True,False,False
MLM,Basic Materials,Building Materials,17.2,1220.8,8.6,-43.0,-11.2,442.3,-13.56,-6.4,5.42,3.14,36.01,20.53,-0.84,-0.48,3.06,6.29,18.93,34.53,6.35,6.15,28.43,24.56,1.2991,0.9406,False,True,False
MAS,Industrials,Building Products & Equipment,6.5,20.0,-3.4,-1.5,7.0,29.1,1.76,10.13,13.49,8.73,17.28,17.02,-11.52,-11.35,,2.27,12.05,14.26,7.68,7.56,40.34,32.13,1.7571,1.1372,False,True,False
MA,Financial Services,Credit Services,15.8,21.2,16.4,16.3,-4.6,-4.4,-5.07,-8.94,-14.04,12.91,28.57,33.23,1.75,2.04,65.17,13.17,20.91,436.27,33.94,32.79,22.43,21.86,0.3088,0.5624,False,False,True
MKC,Consumer Defensive,Packaged Foods,16.7,528.3,1.7,0.1,1.3,351.1,-32.41,-28.35,-33.57,-29.73,7.68,7.69,76.8,76.9,1.8,2.52,13.19,12.59,7.11,6.84,33.64,27.96,0.0047,-0.1277,False,False,False
MCD,Consumer Cyclical,Restaurants,9.4,6.9,3.7,4.1,-7.0,-8.4,-16.52,-7.92,-8.81,16.82,23.14,24.09,5.64,5.88,,9.15,16.9,197.5,27.45,26.89,18.14,16.39,0.2896,0.0862,False,False,True
MCK,Healthcare,Medical Distribution,6.0,37.2,12.4,44.5,-9.3,41.8,-23.61,-11.59,6.61,36.61,19.72,28.5,0.44,0.64,,0.24,14.11,90.99,403.43,403.43,25.53,28.96,0.0899,-0.0612,False,False,False
MDT,Healthcare,Medical Devices,8.7,-11.8,3.6,26.8,0.6,-16.8,-22.34,-25.73,-5.39,-1.08,21.23,26.92,0.79,1.0,1.98,3.29,12.39,97.02,35.48,33.54,21.59,19.58,0.6176,0.3364,True,False,True
MRK,Healthcare,Drug Manufacturers - General,4.9,,1.3,6.6,-0.7,-243.1,-0.52,19.62,62.62,1.61,33.87,36.11,5.13,5.47,6.45,5.16,11.5,296.11,65.77,65.01,26.81,26.81,0.5212,0.364,False,False,True
META,Communication Services,Internet Content & Information,33.1,62.4,22.2,-3.1,-6.0,17.6,-2.71,-0.7,-1.21,34.83,23.09,22.37,-7.45,-7.22,6.62,7.53,14.8,1612.63,214.96,200.97,39.54,34.93,1.7833,1.5058,False,True,False
MET,Financial Services,Insurance - Life,2.7,35.9,7.9,-23.7,-20.1,46.5,12.76,9.0,7.05,23.35,16.1,12.28,-0.68,-0.52,1.94,0.97,12.63,52.74,77.58,75.65,23.82,22.8,0.9614,0.9991,False,True,False
MTD,Healthcare,Diagnostics & Research,7.2,6.7,4.0,0.7,-16.2,-40.7,-12.19,-20.75,-0.83,-19.04,25.71,25.89,36.73,36.99,,6.28,21.09,23.51,4.09,4.03,46.25,32.24,1.0243,1.0544,False,False,True
MGM,Consumer Cyclical,Resorts & Casinos,4.2,-5.9,1.7,-72.4,-3.3,-57.4,20.18,21.13,35.3,10.93,57.24,15.8,-0.79,-0.22,4.51,2.32,18.06,10.98,17.72,17.54,37.05,37.3,0.7524,1.1553,True,True,True
MCHP,Technology,Semiconductors,35.1,,7.1,-46100.0,10.6,130.0,29.89,81.72,69.76,6.11,436.55,-200813.0,-0.01,4.36,8.08,12.19,47.14,52.06,4.71,4.71,45.88,42.94,1.8132,1.6192,False,True,False
MU,Technology,Semiconductors,196.3,756.0,48.9,997.6,74.9,163.1,123.89,284.38,856.33,606.79,43.62,478.77,0.04,0.48,14.38,17.86,28.2,1041.48,58.12,37.38,86.25,66.02,3.1222,2.7548,False,False,False
MSFT,Technology,Software - Infrastructure,18.3,23.4,14.9,15.5,2.0,-17.4,7.37,-11.88,-6.17,1.06,25.42,29.36,1.64,1.89,7.66,10.11,17.45,3171.87,318.27,281.72,26.89,23.94,0.7004,0.8417,False,False,True
MAA,Real Estate,REIT - Residential,0.8,-31.5,0.8,-15.3,-0.3,116.0,-1.26,-1.07,-12.15,10.57,39.52,33.47,-2.58,-2.19,2.75,9.48,16.93,15.61,2.21,2.21,19.08,18.34,0.3798,0.291,True,True,False
MRNA,Healthcare,Biotechnology,260.2,,-39.9,-20.8,-42.5,62.6,-9.98,96.9,76.64,-67.84,,,,,2.17,6.73,-6.51,18.88,2.22,1.92,63.15,63.75,2.254,1.7946,False,True,False
TAP,Consumer Defensive,Beverages - Brewers,2.0,35.6,-4.2,-290.6,-11.7,-36.5,-15.65,-11.71,-21.43,-17.89,,,,,0.76,1.25,5.7,7.61,11.19,11.14,26.21,25.97,-0.0952,-0.067,False,True,True
MDLZ,Consumer Defensive,Confectioners,8.2,41.3,5.8,-46.8,-4.0,-15.8,4.12,12.61,-4.45,-0.98,30.89,16.43,-0.66,-0.35,3.11,2.55,19.22,80.09,39.3,38.54,23.42,21.99,0.3265,0.1015,False,True,True
MPWR,Technology,Semiconductors,26.1,39.5,26.4,-61.0,7.1,10.0,43.22,76.57,141.74,122.16,116.24,45.33,-1.91,-0.74,21.82,26.68,92.03,80.24,2.96,2.79,54.56,46.09,2.5939,2.2922,False,True,False
MNST,Consumer Defensive,Beverages - Non-Alcoholic,26.9,28.9,10.7,26.3,10.4,26.8,8.55,15.85,38.26,68.79,43.13,54.47,1.64,2.07,9.86,9.46,29.47,86.05,8.79,8.29,37.14,26.39,1.0277,0.358,False,False,False
MCO,Financial Services,Financial Data & Stock Exchanges,8.1,7.8,8.9,19.5,10.1,8.4,-3.13,-7.13,-5.69,14.43,32.36,38.67,1.66,1.98,26.28,10.76,22.21,78.68,7.87,7.72,25.01,26.09,0.5827,0.7725,False,False,False
MS,Financial Services,Capital Markets,16.3,31.9,14.5,25.9,15.3,26.6,22.69,22.29,62.85,121.42,18.24,22.96,0.7,0.89,3.08,3.4,,321.43,73.17,65.97,29.17,25.01,1.2842,1.3911,False,False,False
MOS,Basic Materials,Agricultural Inputs,14.4,,8.4,209.1,0.8,-50.4,-10.91,-0.9,-30.23,-13.14,171.86,531.22,0.82,2.54,0.63,1.07,6.66,7.65,12.43,12.05,52.9,42.55,0.7779,0.4932,False,False,True
MSI,Technology,Communication Equipment,7.4,-13.8,8.0,36.6,-19.7,-43.6,-15.12,10.89,-0.57,17.65,33.0,45.08,0.9,1.23,26.89,6.49,22.05,68.31,11.87,11.68,31.25,23.61,0.3399,0.2409,True,False,True
MSCI,Financial Services,Financial Data & Stock Exchanges,14.1,49.1,9.7,8.4,3.4,42.6,9.57,12.79,12.24,31.25,34.48,37.38,4.1,4.45,,15.99,27.28,45.57,3.24,3.13,25.32,28.41,0.3736,0.5651,False,False,False
NDAQ,Financial Services,Financial Data & Stock Exchanges,13.7,33.8,11.6,60.1,0.6,0.2,3.63,2.46,10.47,56.01,27.25,43.63,0.45,0.73,4.27,11.16,18.8,51.46,5.42,8.26,23.07,23.85,0.4543,0.7423,False,False,False
NTAP,Technology,Software - Infrastructure,4.4,16.0,4.9,20.3,0.5,9.5,42.92,28.11,46.31,25.92,23.85,28.69,1.17,1.41,24.35,4.15,15.89,28.2,6.71,6.57,38.65,33.06,0.5551,1.3107,False,False,False
NFLX,Communication Services,Entertainment,16.2,86.4,15.9,26.1,1.7,118.4,-11.05,-20.87,-27.11,31.92,27.86,35.13,1.07,1.35,11.69,7.85,25.77,363.64,46.89,45.18,41.55,33.16,0.1102,0.3832,False,False,False
NEM,Basic Materials,Gold,45.8,78.6,21.3,111.6,7.2,150.7,-15.56,18.37,108.26,169.97,13.91,29.43,0.12,0.26,3.33,4.5,6.88,115.54,24.97,22.67,51.18,46.62,1.9867,1.2602,False,False,False
NWSA,Communication Services,Entertainment,8.8,-10.4,2.4,343.6,-7.5,-53.9,11.1,4.35,-5.91,1.1,33.57,148.92,0.1,0.43,1.7,1.81,12.75,14.47,8.8,8.45,20.56,23.91,0.362,0.5992,True,False,True
NWS,Communication Services,Entertainment,8.8,-10.4,2.4,343.6,-7.5,-53.9,15.3,5.08,-7.16,12.21,38.41,170.39,0.11,0.5,1.94,2.05,14.42,16.56,8.8,8.45,21.02,24.33,0.3338,0.621,True,False,True
NEE,Utilities,Utilities - Regulated Electric,7.3,160.0,10.7,-1.6,3.1,42.1,,3.77,30.23,20.47,22.2,21.84,-13.87,-13.65,3.29,10.61,20.89,181.97,27.87,27.41,26.21,23.52,0.199,0.1552,False,True,False
NKE,Consumer Cyclical,Footwear & Accessories,0.1,-34.8,-9.8,-43.5,-9.2,-34.3,-22.36,-27.08,-20.97,-46.04,30.17,17.05,-0.69,-0.39,4.98,1.57,18.96,70.15,46.52,46.31,41.03,38.03,0.8442,0.9488,True,True,True
NI,Utilities,Utilities - Regulated Gas,8.2,6.0,21.8,22.2,24.2,96.7,0.03,10.2,23.16,78.3,23.27,28.44,1.05,1.28,2.37,6.07,13.89,22.42,6.82,6.64,18.07,17.57,0.256,0.2504,False,False,False
NDSN,Industrials,Specialty Industrial Machinery,8.5,6.1,3.8,3.7,10.7,-12.0,-1.09,23.39,39.8,28.36,30.78,31.92,8.32,8.63,5.16,6.17,19.67,16.05,2.9,2.79,23.11,20.6,1.1473,0.957,False,False,True
NSC,Industrials,Railroads,0.2,-26.6,0.5,9.6,0.8,-15.1,-2.6,7.16,27.32,46.43,25.98,28.47,2.71,2.97,4.38,7.01,15.29,69.15,12.18,12.18,25.91,19.71,0.4561,0.4554,True,False,True
NTRS,Financial Services,Asset Management,13.9,42.6,-2.5,-14.5,3.9,12.8,16.57,30.03,60.82,118.08,17.61,15.06,-1.21,-1.04,2.58,4.5,,31.15,8.36,8.09,27.45,26.12,0.807,1.0746,False,True,False
NOC,Industrials,Aerospace & Defense,4.4,84.9,2.2,0.2,-15.6,-38.7,-27.18,2.85,18.54,28.92,17.52,17.56,87.6,87.8,4.64,2.24,12.99,79.44,42.37,41.95,27.47,25.93,0.1534,0.0038,False,False,True
NCLH,Consumer Cyclical,Travel Services,9.6,,3.7,-53.5,3.9,500.0,-17.58,-1.56,3.86,10.86,14.74,6.85,-0.28,-0.13,3.45,2.42,9.27,8.39,10.03,9.83,60.94,53.05,2.9649,2.2898,False,True,False
NRG,Utilities,Utilities - Independent Power Producers,19.5,-85.6,9.2,-23.2,32.3,89.4,-21.45,-16.48,-9.97,69.57,151.1,116.04,-6.51,-5.0,25.39,1.63,23.4,29.01,32.38,30.71,51.76,44.25,1.6698,1.4698,True,True,False
NUE,Basic Materials,Steel,21.3,382.1,5.7,-14.0,23.5,96.6,38.53,56.19,132.31,54.42,24.73,21.27,-1.77,-1.52,2.72,1.83,12.62,56.78,34.16,32.49,29.12,31.14,1.1481,1.0616,False,True,False
NVDA,Technology,Semiconductors,85.2,214.5,65.5,64.7,19.8,35.8,17.42,19.09,53.96,86.69,32.56,53.63,0.5,0.83,33.1,20.3,31.09,5189.35,253.49,215.94,36.58,33.72,1.6905,1.8041,False,False,False
NVR,Consumer Cyclical,Residential Construction,-21.4,-28.5,-1.9,-20.3,-30.6,-45.5,-16.93,-18.05,-13.2,-16.01,15.06,12.0,-0.74,-0.59,4.82,1.62,9.66,16.63,9.92,10.34,29.47,27.32,0.9411,0.6087,True,True,True
